object_level;object_name;okato;oktmo;gender;education_level;year;study_area;count_graduate;percent_employed;average_salary_fact_avg;average_salary_fact_med;average_salary_norm_avg;average_salary_norm_med;average_age;percent_combine_work_and_study
Страна;Российская Федерация;00000000;00000000;Женский;СПО: специалисты среднего звена;2021;Образование и педагогические науки;34119;83.505;52449.058;49000.0;49671.289;47880.909;28.21;55.438
Страна;Российская Федерация;00000000;00000000;Женский;СПО: специалисты среднего звена;2021;Сельское хозяйство и сельскохозяйственные науки;7955;73.114;47612.498;41916.67;44806.606;39515.719;27.063;51.452
Страна;Российская Федерация;00000000;00000000;Всего;СПО: специалисты среднего звена;2022;Гуманитарные науки;15320;76.78;58792.831;51583.33;53791.211;48427.503;24.709;60.47
Страна;Российская Федерация;00000000;00000000;Всего;СПО: специалисты среднего звена;2022;Здравоохранение и медицинские науки;75131;81.717;56674.812;51666.67;53251.556;50800.003;26.475;51.615
Страна;Российская Федерация;00000000;00000000;Всего;СПО: специалисты среднего звена;2022;Инженерное дело, технологии и технические науки;239332;77.241;72950.537;65000.0;67479.513;60544.288;25.119;61.68
Страна;Российская Федерация;00000000;00000000;Всего;СПО: специалисты среднего звена;2022;Искусство и культура;24267;74.913;51519.672;46750.0;47535.982;44700.83;24.832;47.369
Страна;Российская Федерация;00000000;00000000;Всего;СПО: специалисты среднего звена;2022;Математические и естественные науки;179;75.51;61813.418;56083.335;50300.957;42651.044;26.715;53.631
Страна;Российская Федерация;00000000;00000000;Всего;СПО: специалисты среднего звена;2022;Науки об обществе;179016;69.876;53608.001;46916.67;48016.254;42500.0;24.471;46.853
Страна;Российская Федерация;00000000;00000000;Всего;СПО: специалисты среднего звена;2022;Образование и педагогические науки;39570;81.872;52146.902;48666.67;49684.759;48000.0;26.954;63.379
Страна;Российская Федерация;00000000;00000000;Всего;СПО: специалисты среднего звена;2022;Сельское хозяйство и сельскохозяйственные науки;25544;71.88;62060.164;54833.33;59657.69;52681.669;26.616;60.272
Страна;Российская Федерация;00000000;00000000;Мужской;СПО: специалисты среднего звена;2022;Гуманитарные науки;7325;73.645;66332.938;57363.64;61996.5;54442.27;24.852;65.256
Страна;Российская Федерация;00000000;00000000;Мужской;СПО: специалисты среднего звена;2022;Здравоохранение и медицинские науки;10697;75.922;66387.027;59166.67;61102.63;57165.0;25.591;53.94
Страна;Российская Федерация;00000000;00000000;Мужской;СПО: специалисты среднего звена;2022;Инженерное дело, технологии и технические науки;182433;77.103;78790.413;71083.33;72968.398;66250.002;25.107;62.987
Страна;Российская Федерация;00000000;00000000;Мужской;СПО: специалисты среднего звена;2022;Искусство и культура;5123;74.965;59583.568;53708.335;55001.183;51427.953;24.766;53.621
Страна;Российская Федерация;00000000;00000000;Мужской;СПО: специалисты среднего звена;2022;Математические и естественные науки;69;73.684;70362.465;61958.335;57267.043;47508.335;26.783;55.072
Страна;Российская Федерация;00000000;00000000;Мужской;СПО: специалисты среднего звена;2022;Науки об обществе;58510;63.967;66832.86;57250.0;59612.279;50800.0;24.884;46.749
